0.000000	-inf	0	0.000000
0.046387	-inf	1	0.000000
0.092773	-inf	2	0.000000
0.139160	-inf	3	0.000000
0.185547	-inf	4	0.000000
0.231934	-inf	5	0.000000
0.278320	-inf	6	0.000000
0.324707	-inf	7	0.000000
0.371094	-inf	8	0.000000
0.417480	-inf	9	0.000000
0.463867	-90.31	10	0.000000
0.510254	-inf	11	0.000000
0.556641	-78.27	12	0.000000
0.603027	-inf	13	0.000000
0.649414	-78.27	14	0.000000
0.695801	-inf	15	0.000000
0.742188	-84.29	16	0.000000
0.788574	-inf	17	0.000000
0.834961	-inf	18	0.000000
0.881348	-78.27	19	0.000000
0.927734	-75.26	20	0.000000
0.974121	-74.75	21	0.000000
1.020508	-84.29	22	0.000000
1.066895	-90.31	23	0.000000
1.113281	-inf	24	0.000000
1.159668	-73.07	25	0.000000
1.206055	-73.07	26	0.000000
1.252441	-90.31	27	0.000000
1.298828	-78.27	28	0.000000
1.345215	-84.29	29	0.000000
1.391602	-78.27	30	0.000000
1.437988	-74.99	31	0.000000
1.484375	-78.00	32	0.000000
1.530762	-80.77	33	0.000000
1.577148	-inf	34	0.000000
1.623535	-inf	35	0.000000
1.669922	-inf	36	0.000000
1.716309	-inf	37	0.000000
1.762695	-inf	38	0.000000
1.809082	-84.29	39	0.000000
1.855469	-90.31	40	0.000000
1.901855	-80.77	41	0.000000
1.948242	-inf	42	0.000000
1.994629	-inf	43	0.000000
2.041016	-inf	44	0.000000
2.087402	-inf	45	0.000000
2.133789	-90.31	46	0.000000
2.180176	-83.32	47	0.000000
2.226562	-inf	48	0.000000
2.272949	-inf	49	0.000000
2.319336	-78.00	50	0.000000
2.365723	-90.31	51	0.000000
2.412109	-80.31	52	0.000000
2.458496	-87.30	53	0.000000
2.504883	-inf	54	0.000000
2.551270	-84.29	55	0.000000
2.597656	-inf	56	0.000000
2.644043	-inf	57	0.000000
2.690430	-inf	58	0.000000
2.736816	-inf	59	0.000000
2.783203	-inf	60	0.000000
2.829590	-inf	61	0.000000
2.875977	-90.31	62	0.000000
2.922363	-inf	63	0.000000
2.968750	-inf	64	0.000000
3.015137	-inf	65	0.000000
3.061523	-90.31	66	0.000000
3.107910	-inf	67	0.000000
3.154297	-inf	68	0.000000
3.200684	-inf	69	0.000000
3.247070	-inf	70	0.000000
3.293457	-inf	71	0.000000
3.339844	-90.31	72	0.000000
3.386230	-90.31	73	0.000000
3.432617	-90.31	74	0.000000
3.479004	-inf	75	0.000000
3.525391	-inf	76	0.000000
3.571777	-87.30	77	0.000000
3.618164	-inf	78	0.000000
3.664551	-90.31	79	0.000000
3.710938	-inf	80	0.000000
3.757324	-inf	81	0.000000
3.803711	-90.31	82	0.000000
3.850098	-inf	83	0.000000
3.896484	-90.31	84	0.000000
3.942871	-inf	85	0.000000
3.989258	-inf	86	0.000000
4.035645	-inf	87	0.000000
4.082031	-90.31	88	0.000000
4.128418	-inf	89	0.000000
4.174805	-inf	90	0.000000
4.221191	-inf	91	0.000000
4.267578	-inf	92	0.000000
4.313965	-inf	93	0.000000
4.360352	-inf	94	0.000000
4.406738	-inf	95	0.000000
4.453125	-inf	96	0.000000
4.499512	-inf	97	0.000000
4.545898	-87.30	98	0.000000
4.592285	-inf	99	0.000000
